content_calendar_key,post_id,content,post_name,content_type,platform,account,published_in,link,status,publish_date
content-calendar--78,78,[GESTÃO] Fair Play Financeiro: o que muda no futebol brasileiro?,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSm7AzejXOB/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,27/11/2025
content-calendar--79,79,"""[NEGÓCIOS] Naming Rights não salvam clubes. Mas sem eles, muitos ficam para trás.""",Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DS2T4FLEQgq/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,29/12/2025
content-calendar--80,80,[TECNOLOGIA] IA Humanizando Cada Passo do Torcedor,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSniu2ykWyh/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,8/12/2025
content-calendar--81,81,[NEGÓCIOS] Sócio Gratuito Funciona? A Estratégia Freemium no Futebol,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSnlGeZkT6G/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,22/12/2025
content-calendar--82,82,[GESTÃO] Por que um clube de futebol deveria ter um PMO,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSniRkNkTZ4/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,30/11/2025
content-calendar--83,83,[GESTÃO] Por Que Tantos Clubes Não Conseguem Tirar o Planejamento Estratégico do Papel?,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSmzYBGEUIz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,3/11/2025
content-calendar--84,84,[NEGÓCIOS] Depois do Boom das Bets: Qual Será a Próxima Grande Fonte de Receita do Futebol?,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSmwi06kfbc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,27/10/2025
content-calendar--85,85,[NEGÓCIOS] A Imagem do Atleta Como Ativo Estratégico: Reflexões a Partir da Fórmula 1,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSimGSTEewb/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,24/7/2025
content-calendar--86,86,"""[TECNOLOGIA] A Web Não Está Morta, Mas Está Mudando: Como a IA Está Redefinindo Tudo""",Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSilBYUEXMN/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,6/5/2025
content-calendar--87,87,[TECNOLOGIA] O quanto sua organização esportiva está atrasada? A tecnologia já mostra.,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSikV80Ec3S/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,29/4/2025
content-calendar--88,88,[OUTRO] De São Gonçalo ao Real Madrid: O Segredo do Sucesso de Vinicius Junior Que Você Precisa Conhecer!,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSc23NokSFP/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,18/6/2024
content-calendar--89,89,[FUTEBOL] Brasil Sediará a Copa do Mundo de Futebol Feminino 2027: Um Olhar na Evolução do Futebol Feminino no País,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSTQZMSkVIB/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,23/5/2024
content-calendar--90,90,[TECNOLOGIA] A Revolução Esportiva que Já Começou: Como a IA Está Mudando Tudo,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSnj3hNETYG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,15/12/2025
content-calendar--91,91,"""[NEGÓCIOS] Se fosse uma empresa, seu clube sobreviveria sem uma área comercial forte?""",Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSim908kdfF/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,20/10/2025
content-calendar--92,92,[NEGÓCIOS] O que o Ajax pode ensinar aos clubes brasileiros sobre sustentabilidade financeira,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSiohdTEf2b/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,24/10/2025
content-calendar--93,93,[TECNOLOGIA] Se você acha que a CazéTV revolucionou a transmissão esportiva… espere só até a tecnologia entrar de vez em campo.,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSmxtu3kSBS/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,3/11/2025
content-calendar--94,94,"""[TECNOLOGIA] A próxima revolução esportiva não virá do campo, virá dos algoritmos""",Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DSlEIYGkfcb/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,27/10/2025
content-calendar--95,95,[ANÁLISE] Batalha dos Sexos: debate por equidade ou espetáculo que reforça hierarquias?,Post do Artigo no Insta,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DS2sCNXkXMb/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,30/12/2025
content-calendar--96,96,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 8 - Gerir o clube corretamente,Video Curto,Youtube,Lucas Oaigen,Youtube Lucas Oaigen (Video Curto),https://youtube.com/shorts/H2Q6o8qUIwo?feature=share,Postado,7/1/2026
content-calendar--97,97,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 8 - Gerir o clube corretamente,Video Curto,Instagram,Brain Sports,Instagram Brain Sports (Video Curto),,Postado,8/1/2026
content-calendar--98,98,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 8 do Brain Sports - Compartilhado no Stories,Video Curto,Instagram,Lucas Oaigen,Instagram Lucas Oaigen (Video Curto),,Postado,8/1/2026
content-calendar--99,99,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 8 - Gerir o clube corretamente,Video Curto,TikTok,Lucas Oaigen,TikTok Lucas Oaigen (Video Curto),,Postado,7/1/2026
content-calendar--100,100,[FUTEBOL] Valor ou Preço? Por que o ‘quanto vale’ um jogador quase nunca é o que se paga,Artigo Completo,Artigo,Medium,Lucas Oaigen,Medium Lucas Oaigen (Artigo),https://medium.com/@lucasleusin/quanto-vale-um-jogador-de-futebol-1e1241b09aeb,Postado,11/1/2026
content-calendar--101,101,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 2 - O que muda quando vira SAF,Video Curto,TikTok,Lucas Oaigen,TikTok Lucas Oaigen (Video Curto),https://www.tiktok.com/@lucasoaigen/video/7592040217180196103,Postado,5/1/2026
content-calendar--102,102,"""[TECNOLOGIA] IA, dados e futebol: o que muda com o Football AI Pro da FIFA e Lenovo""","IA, dados e futebol: o que muda com o Football AI Pro da FIFA e Lenovo",Post,LinkedIn,Lucas Oaigen,LinkedIn Lucas Oaigen (Post),https://www.linkedin.com/posts/lucas-oaigen_fifa-and-lenovo-unveil-multiple-ai-powered-activity-7414698314790588417-kVsa?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAIzx0UBphsTkJbkg4LsApngWkOema-KSk8,Postado,7/1/2026
content-calendar--103,103,"""[TECNOLOGIA] IA, dados e futebol: o que muda com o Football AI Pro da FIFA e Lenovo""",Post no Instagram do BS,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DTNzckMEX63/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,7/1/2026
content-calendar--104,104,"""[TECNOLOGIA] IA, dados e futebol: o que muda com o Football AI Pro da FIFA e Lenovo""",Share do BrainSports no Stoty,Story,Instagram,Lucas Oaigen,Instagram Lucas Oaigen (Story),,Postado,7/1/2026
content-calendar--106,106,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 4 - Todos clubes devem virar SAF,Video Curto,Youtube,Lucas Oaigen,Youtube Lucas Oaigen (Video Curto),https://youtube.com/shorts/ile883ZzZ6c?feature=share,Postado,13/1/2026
content-calendar--107,107,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 5 - A dupla Grenal deve virar SAF,Video Curto,Youtube,Lucas Oaigen,Youtube Lucas Oaigen (Video Curto),https://youtube.com/shorts/enjB_QSMP_c?feature=share,Postado,15/1/2026
content-calendar--108,108,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 7 - SAF não é só para clube endividado,Video Curto,Youtube,Lucas Oaigen,Youtube Lucas Oaigen (Video Curto),https://youtube.com/shorts/iCE6Ouo6LZg?feature=share,Postado,20/1/2026
content-calendar--109,109,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 3 - SAF veio para ficar,Video Curto,Youtube,Lucas Oaigen,Youtube Lucas Oaigen (Video Curto),https://youtube.com/shorts/gMX2TEO2gbA?feature=share,Postado,22/1/2026
content-calendar--110,110,[ENTREVISTA] Mais que um Jogo: 3 Formas Surpreendentes como a Inteligência Artificial está Reinventando o Futebol,VOD - IA nos Esportes,Video Longo,Youtube,Lucas Oaigen,Youtube Lucas Oaigen (Video Longo),https://youtu.be/RM2Hs3pCAD8,Postado,2/2/2026
content-calendar--111,111,[FUTEBOL] Valor ou Preço? Por que o ‘quanto vale’ um jogador quase nunca é o que se paga,Post do Artigo,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DTZOPPKDDhG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,11/1/2026
content-calendar--112,112,[FUTEBOL] Valor ou Preço? Por que o ‘quanto vale’ um jogador quase nunca é o que se paga,Post do Artigo,Post,LinkedIn,Lucas Oaigen,LinkedIn Lucas Oaigen (Post),https://www.linkedin.com/posts/lucas-oaigen_quanto-vale-um-jogador-de-futebol-na-%C3%BAltima-activity-7416540557029781504-PXiC?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAIzx0UBphsTkJbkg4LsApngWkOema-KSk8,Postado,12/1/2026
content-calendar--113,113,[FUTEBOL] Valor ou Preço? Por que o ‘quanto vale’ um jogador quase nunca é o que se paga,Share post do BrAIn Sports,Story,Instagram,Lucas Oaigen,Instagram Lucas Oaigen (Story),,Postado,12/1/2026
content-calendar--114,114,[FUTEBOL] Valor ou Preço? Por que o ‘quanto vale’ um jogador quase nunca é o que se paga,Podcast completo,Podcast,Spotify,Brain Sports,Spotify Brain Sports (Podcast),https://open.spotify.com/episode/3Xl5Rv1BgzayTJ1OACEOd5?si=VM726uUWThmqqdPHzYAMog,Postado,11/1/2026
content-calendar--115,115,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 4 - Todos clubes devem virar SAF,Video Curto,Instagram,Brain Sports,Instagram Brain Sports (Video Curto),https://www.instagram.com/reel/DTdgttNEZrn/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,13/1/2026
content-calendar--116,116,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 4 - Todos clubes devem virar SAF,Story,Instagram,Lucas Oaigen,Instagram Lucas Oaigen (Story),,Postado,13/1/2026
content-calendar--117,117,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 5 - A dupla Grenal deve virar SAF,Video Curto,TikTok,Lucas Oaigen,TikTok Lucas Oaigen (Video Curto),https://www.tiktok.com/@lucasoaigen/video/7595644347291421959,Postado,15/1/2026
content-calendar--118,118,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 4 - Todos clubes devem virar SAF,Video Curto,TikTok,Lucas Oaigen,TikTok Lucas Oaigen (Video Curto),https://www.tiktok.com/@lucasoaigen/video/7594912643568176392?is_from_webapp=1&sender_device=pc&web_id=7537536583667287608,Postado,13/1/2026
content-calendar--119,119,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 7 - SAF não é só para clube endividado,Video Curto,TikTok,Lucas Oaigen,TikTok Lucas Oaigen (Video Curto),https://www.tiktok.com/@lucasoaigen/video/7597492025453317394,Postado,20/1/2026
content-calendar--120,120,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 3 - SAF veio para ficar,Video Curto,TikTok,Lucas Oaigen,TikTok Lucas Oaigen (Video Curto),https://www.tiktok.com/@lucasoaigen/video/7598357707921345810,Postado,22/1/2026
content-calendar--121,121,[NEGÓCIOS] Patrocínio Esportivo: Do Modelo de Tabela à Engenharia de Soluções de Negócio,Como Vender Patrocínio Sem Virar Tabela de Preço,Artigo,Medium,Lucas Oaigen,Medium Lucas Oaigen (Artigo),https://medium.com/@lucasleusin/patroc%C3%ADnio-esportivo-do-modelo-de-tabela-%C3%A0-engenharia-de-solu%C3%A7%C3%B5es-de-neg%C3%B3cio-59810495c387,Postado,19/1/2026
content-calendar--122,122,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,VOD - Gestão Esportiva e Fair Play,Video Longo,Youtube,Lucas Oaigen,Youtube Lucas Oaigen (Video Longo),https://youtu.be/q6TYyiDFBpU,Postado,26/1/2026
content-calendar--123,123,[GESTÃO] SAF na Prática: O Que Muda Dentro do Clube Depois da Transformação,Shorts 5 - A dupla Grenal deve virar SAF,Video Curto,Instagram,Brain Sports,Instagram Brain Sports (Video Curto),https://www.instagram.com/reel/DTikUUtEyk9/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,15/1/2026
content-calendar--124,124,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 5 - A dupla Grenal deve virar SAF,Story,Instagram,Lucas Oaigen,Instagram Lucas Oaigen (Story),,Postado,15/1/2026
content-calendar--125,125,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 7 - SAF não é só para clube endividado,Video Curto,Instagram,Brain Sports,Instagram Brain Sports (Video Curto),https://www.instagram.com/reel/DTvZd8qk0Js/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,20/1/2026
content-calendar--126,126,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,Shorts 7 - SAF não é só para clube endividado,Story,Instagram,Lucas Oaigen,Instagram Lucas Oaigen (Story),,Postado,20/1/2026
content-calendar--129,129,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Podcast da Entrevista,Podcast,Spotify,Brain Sports,Spotify Brain Sports (Podcast),https://open.spotify.com/episode/6a3xzOcUR8JWTvrWGosEsJ?si=VHvCeJowSxKvqwH4rlCEKg,Postado,26/1/2026
content-calendar--130,130,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Post sobre video completo,Post,LinkedIn,Lucas Oaigen,LinkedIn Lucas Oaigen (Post),https://www.linkedin.com/posts/lucas-oaigen_gest%C3%A3o-esportiva-e-fair-play-o-fim-do-amadorismo-activity-7421549031123877888-NQtU?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAIzx0UBphsTkJbkg4LsApngWkOema-KSk8,Postado,26/1/2026
content-calendar--131,131,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Post sobre video completo,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DT-lNNRDdJu/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,26/1/2026
content-calendar--133,133,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Artigo completo sobre a entrevista e SAF,Artigo,Medium,Lucas Oaigen,Medium Lucas Oaigen (Artigo),https://medium.com/@lucasleusin/gest%C3%A3o-esportiva-e-fair-play-o-fim-do-amadorismo-c5e9c6f2f40c,Postado,26/1/2026
content-calendar--134,134,[NEGÓCIOS] Patrocínio Esportivo: Do Modelo de Tabela à Engenharia de Soluções de Negócio,Post sobre o Artigo,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DTtDkK7EZur/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,19/1/2026
content-calendar--135,135,[NEGÓCIOS] Patrocínio Esportivo: Do Modelo de Tabela à Engenharia de Soluções de Negócio,Story compartilhando o post,Story,Instagram,Lucas Oaigen,Instagram Lucas Oaigen (Story),,Postado,19/1/2026
content-calendar--136,136,[NEGÓCIOS] Patrocínio Esportivo: Do Modelo de Tabela à Engenharia de Soluções de Negócio,Podcast sobre o artigo completo,Podcast,Spotify,Brain Sports,Spotify Brain Sports (Podcast),https://open.spotify.com/episode/4LLVRxs6t0RcerqdkcrSQm?si=kcM4qFlaSsSpr3-bsr58lQ,Postado,19/1/2026
content-calendar--137,137,[NEGÓCIOS] Patrocínio Esportivo: Do Modelo de Tabela à Engenharia de Soluções de Negócio,Post do Artigo chamando pro artigo,Post,LinkedIn,Lucas Oaigen,LinkedIn Lucas Oaigen (Post),https://www.linkedin.com/posts/lucas-oaigen_patroc%C3%ADnio-esportivo-do-modelo-de-tabela-activity-7419096296659238913-5P-z?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAIzx0UBphsTkJbkg4LsApngWkOema-KSk8,Postado,19/1/2026
content-calendar--138,138,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Shorts 1 - Gestão de Pessoas,Video Curto,Youtube,Lucas Oaigen,Youtube Lucas Oaigen (Video Curto),https://youtube.com/shorts/8b9tOj-VWCc?feature=share,Postado,26/1/2026
content-calendar--139,139,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Shorts 1 - Gestão de Pessoas,Video Curto,TikTok,Lucas Oaigen,TikTok Lucas Oaigen (Video Curto),https://www.tiktok.com/@lucasoaigen/video/7599683976105676040,Postado,26/1/2026
content-calendar--140,140,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Shorts 1 - Gestão de Pessoas,Video Curto,Instagram,Brain Sports,Instagram Brain Sports (Video Curto),https://www.instagram.com/reel/DUBfdKMkRWl/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,27/1/2026
content-calendar--141,141,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Shorts 1 - Gestão de Pessoas,Story,Instagram,Lucas Oaigen,Instagram Lucas Oaigen (Story),,Postado,27/1/2026
content-calendar--142,142,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Shorts 1 - Gestão de Pessoas,Story,Instagram,Brain Sports,Instagram Brain Sports (Story),,Postado,26/1/2026
content-calendar--143,143,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Shorts 2 - Gestão Não Pode Depender de Uma Pessoa Só,Video Curto,Youtube,Lucas Oaigen,Youtube Lucas Oaigen (Video Curto),https://youtube.com/shorts/5nudnh7gfuE?feature=share,Postado,3/2/2026
content-calendar--144,144,[ENTREVISTA] Mais que um Jogo: 3 Formas Surpreendentes como a Inteligência Artificial está Reinventando o Futebol,Post sobre video completo,Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DURO9a1kW32/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,2/2/2026
content-calendar--145,145,[ENTREVISTA] Mais que um Jogo: 3 Formas Surpreendentes como a Inteligência Artificial está Reinventando o Futebol,Post sobre video completo,Post,LinkedIn,Lucas Oaigen,LinkedIn Lucas Oaigen (Post),https://www.linkedin.com/posts/lucas-oaigen_mais-que-um-jogo-3-formas-surpreendentes-activity-7424189299920752640-uyGf?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAIzx0UBphsTkJbkg4LsApngWkOema-KSk8,Postado,2/2/2026
content-calendar--146,146,[ENTREVISTA] Mais que um Jogo: 3 Formas Surpreendentes como a Inteligência Artificial está Reinventando o Futebol,Podcast da Entrevista,Podcast,Spotify,Brain Sports,Spotify Brain Sports (Podcast),https://open.spotify.com/episode/6BXqIFWe0IYN04WXGSt8nq?si=ThkWQr2FS7GGk84yxUVLmg,Postado,2/2/2026
content-calendar--147,147,[ENTREVISTA] Mais que um Jogo: 3 Formas Surpreendentes como a Inteligência Artificial está Reinventando o Futebol,Compartilhar o link do VOD,Story,Instagram,Lucas Oaigen,Instagram Lucas Oaigen (Story),,Postado,2/2/2026
content-calendar--148,148,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Shorts 2 - Gestão Não Pode Depender de Uma Pessoa Só,Video Curto,Instagram,Brain Sports,Instagram Brain Sports (Video Curto),https://www.instagram.com/reel/DUTOadfE3d-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,3/2/2026
content-calendar--149,149,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Shorts 2 - Gestão Não Pode Depender de Uma Pessoa Só,Video Curto,TikTok,Lucas Oaigen,TikTok Lucas Oaigen (Video Curto),https://www.tiktok.com/@lucasoaigen/video/7602656663597894932,Postado,3/2/2026
content-calendar--150,150,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Shorts 2 - Gestão Não Pode Depender de Uma Pessoa Só,Story,Instagram,Lucas Oaigen,Instagram Lucas Oaigen (Story),,Postado,3/2/2026
content-calendar--151,151,"""[MARKETING] O que o show do intervalo do Super Bowl com Bad Bunny realmente revelou sobre esporte, música e política""","Artigo Completo - O que o show do intervalo do Super Bowl com Bad Bunny realmente revelou sobre esporte, música e política",Artigo,Medium,Lucas Oaigen,Medium Lucas Oaigen (Artigo),https://medium.com/@lucasleusin/o-que-o-show-do-intervalo-do-super-bowl-com-bad-bunny-realmente-revelou-sobre-esporte-m%C3%BAsica-e-a5cd2d625496,Postado,9/2/2026
content-calendar--152,152,"""[MARKETING] O que o show do intervalo do Super Bowl com Bad Bunny realmente revelou sobre esporte, música e política""",Posto Completo - Show do Intervalor Super Bowl,Post,LinkedIn,Lucas Oaigen,LinkedIn Lucas Oaigen (Post),https://www.linkedin.com/posts/lucas-oaigen_o-que-o-show-do-intervalo-do-super-bowl-national-activity-7426472922648801280-BKz-?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAIzx0UBphsTkJbkg4LsApngWkOema-KSk8,Postado,9/2/2026
content-calendar--153,153,"""[MARKETING] O que o show do intervalo do Super Bowl com Bad Bunny realmente revelou sobre esporte, música e política""",,,,,(),,Planejado,
content-calendar--154,154,"""[MARKETING] O que o show do intervalo do Super Bowl com Bad Bunny realmente revelou sobre esporte, música e política""",Post com artigo completo do Show do Intervalo da NFL,Post,Instagram,Lucas Oaigen,Instagram Lucas Oaigen (Post),https://www.instagram.com/p/DUhepJbjHBb/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,9/2/2026
content-calendar--155,155,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Shorts 3 - Fair Play Financeiro: As 4 Regras Que Mudam o Futebol Brasileiro,Video Curto,Youtube,Lucas Oaigen,Youtube Lucas Oaigen (Video Curto),https://youtube.com/shorts/Voe16E_d7wo?feature=share,Postado,13/2/2026
content-calendar--156,156,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Shorts 3 - Fair Play Financeiro: As 4 Regras Que Mudam o Futebol Brasileiro,Video Curto,TikTok,Lucas Oaigen,TikTok Lucas Oaigen (Video Curto),https://www.tiktok.com/@lucasoaigen/video/7605983849616559380,Postado,12/2/2026
content-calendar--157,157,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Shorts 3 - Fair Play Financeiro: As 4 Regras Que Mudam o Futebol Brasileiro,Video Curto,Instagram,Brain Sports,Instagram Brain Sports (Video Curto),https://www.instagram.com/reel/DUqSt7NE2Wf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,12/2/2026
content-calendar--158,158,[ENTREVISTA] Gestão Esportiva e Fair Play: O Fim do Amadorismo?,Shorts 3 - Fair Play Financeiro: As 4 Regras Que Mudam o Futebol Brasileiro,Story,Instagram,Lucas Oaigen,Instagram Lucas Oaigen (Story),,Postado,12/2/2026
content-calendar--159,159,"""[GESTÃO] O """"Camisa 10"""" Invisível: Por que a Gestão de Pessoas é o um dos Maiores Desafios do Futebol Brasileiro""","O ""Camisa 10"" Invisível: Por que a Gestão de Pessoas é o um dos Maiores Desafios do Futebol Brasileiro",Artigo,Medium,Lucas Oaigen,Medium Lucas Oaigen (Artigo),https://medium.com/@lucasleusin/o-camisa-10-invis%C3%ADvel-por-que-a-gest%C3%A3o-de-pessoas-%C3%A9-o-um-dos-maiores-desafios-do-futebol-933829ecef8f,Postado,24/2/2026
content-calendar--160,160,"""[GESTÃO] O """"Camisa 10"""" Invisível: Por que a Gestão de Pessoas é o um dos Maiores Desafios do Futebol Brasileiro""","O ""Camisa 10"" Invisível: Por que a Gestão de Pessoas é o um dos Maiores Desafios do Futebol Brasileiro",Post,LinkedIn,Lucas Oaigen,LinkedIn Lucas Oaigen (Post),https://www.linkedin.com/posts/lucas-oaigen_o-camisa-10-invis%C3%ADvel-activity-7432098475460206594-qFMt?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAIzx0UBphsTkJbkg4LsApngWkOema-KSk8,Postado,24/2/2026
content-calendar--161,161,"""[GESTÃO] O """"Camisa 10"""" Invisível: Por que a Gestão de Pessoas é o um dos Maiores Desafios do Futebol Brasileiro""","O ""Camisa 10"" Invisível: Por que a Gestão de Pessoas é o um dos Maiores Desafios do Futebol Brasileiro",Podcast,Spotify,Brain Sports,Spotify Brain Sports (Podcast),https://open.spotify.com/episode/4cptVP2jQyhgopBanKHbmM?si=1_BbvuVsQiCDX7DVf5l8EA,Postado,24/2/2026
content-calendar--162,162,"""[GESTÃO] O """"Camisa 10"""" Invisível: Por que a Gestão de Pessoas é o um dos Maiores Desafios do Futebol Brasileiro""","O ""Camisa 10"" Invisível: Por que a Gestão de Pessoas é o um dos Maiores Desafios do Futebol Brasileiro",Post,Instagram,Brain Sports,Instagram Brain Sports (Post),https://www.instagram.com/p/DVJairLkVp8/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Postado,24/2/2026
content-calendar--163,163,[TECNOLOGIA] A Morte do Especialista: Como a IA transformou seu nível júnior na sua nova agência de marketing,A Morte do Especialista,Artigo,Medium,Lucas Oaigen,Medium Lucas Oaigen (Artigo),https://medium.com/@lucasleusin/a-morte-do-especialista-como-a-ia-transformou-seu-n%C3%ADvel-j%C3%BAnior-na-sua-nova-ag%C3%AAncia-de-marketing-882d7f610279,Postado,25/2/2026
