content_published_key,content_name,title,type,description,info_source,prompt_de_imagem,status,published_in,published_date,content_calendar_snapshot
content-published--0043,"[TECNOLOGIA] A Web Não Está Morta, Mas Está Mudando: Como a IA Está Redefinindo Tudo","A Web Não Está Morta, Mas Está Mudando: Como a IA Está Redefinindo Tudo",TECNOLOGIA,"[PT] O ChatGPT acaba de lançar o ChatGPT Atlas, um navegador construído com a IA no centro da experiência. É uma mudança significativa: com o Atlas, o ChatGPT acompanha você por qualquer página da web, entende o que está tentando fazer, te ajuda diretamente na interface que está usando, e ainda pode realizar tarefas como resumir textos, comparar produtos, preencher formulários e planejar compromissos, tudo sem copiar e colar ou trocar de aba. Ele aprende com o seu contexto de navegação, guarda memórias opcionais e se torna um verdadeiro superassistente que evolui com o uso. Essa inovação valida exatamente o que destaquei no meu artigo postado em maio deste ano: os sites não estão morrendo, mas mudando. Marcas e empresas precisarão migrar da lógica de “presença online” para “presença em conversas”. E isso terá impacto direto na forma como construímos produtos e como os usuários interagem com interfaces. Cliques vão dar lugar ao diálogo, e a navegação tradicional será substituída por jornadas mediadas por IA.",,,Publicado,"Spotify Brain Sports (Podcast), Medium Lucas Oaigen (Artigo), LinkedIn Lucas Oaigen (Post), Instagram Brain Sports (Post)",6/5/2025,"19,42,63,86"
content-published--0044,[TECNOLOGIA] O quanto sua organização esportiva está atrasada? A tecnologia já mostra.,O quanto sua organização esportiva está atrasada? A tecnologia já mostra.,TECNOLOGIA,"A tecnologia avança a passos largos, robôs humanizados, gêmeos digitais, inteligência artificial. Mas e no esporte? Não se trata apenas de adotar IA para estar na moda. Trata-se de não ficar para trás de forma irreversível.",,"Uma imagem cinematográfica e de alto contraste que mostre um executivo moderno em um terno elegante, parado à beira do gramado de um grande estádio de futebol durante um jogo noturno com luzes vibrantes. Ele segura um tablet de vidro transparente que exibe gráficos de dados, KPIs de receita e métricas de patrocínio brilhando em tons de azul e âmbar. Ao fundo, o jogo está em movimento e levemente desfocado, simbolizando o 'carro em movimento'. A cena deve transmitir autoridade, clareza e controle estratégico em meio à adrenalina do esporte. Estilo de fotografia publicitária de luxo, foco nítido no executivo e nos dados, atmosfera profissional e dinâmica.",Publicado,"Spotify Brain Sports (Podcast), Medium Lucas Oaigen (Artigo), LinkedIn Lucas Oaigen (Post), Instagram Brain Sports (Post)",29/4/2025,"20,43,64,87"
content-published--0045,[OUTRO] De São Gonçalo ao Real Madrid: O Segredo do Sucesso de Vinicius Junior Que Você Precisa Conhecer!,De São Gonçalo ao Real Madrid: O Segredo do Sucesso de Vinicius Junior Que Você Precisa Conhecer!,OUTRO,"CONTEÚDO FORA DO MEU EDITORIAL. 🌟 With Copa America starting and Vini Junior on the verge of becoming the best player in the world, I would like to share the incredible journey of Vinicius Junior! 🚀 From São Gonçalo to the heights of Real Madrid, discover the secrets behind his success and how he's making a difference on and off the field. 🌟 Read the full story to get inspired by his dedication, resilience, and commitment to fighting racism and promoting education. Vinicius is truly a legend in the making! ⚽🏆",,,Publicado,"Medium Lucas Oaigen (Artigo), LinkedIn Lucas Oaigen (Post), Instagram Brain Sports (Post)",18/6/2024,"44,65,88"
content-published--0046,[TECNOLOGIA] Apresentando o GPT-4o: Um Avanço na IA com Demonstrações de Reconhecimento de Imagens em Esportes,Apresentando o GPT-4o: Um Avanço na IA com Demonstrações de Reconhecimento de Imagens em Esportes,TECNOLOGIA,"CONTEÚDO DESATUALIZADO. I'm thrilled to share my insights on the latest advancements in AI, particularly in the sports industry. OpenAI's GPT-4o launch has introduced new capabilities that have left me in awe. These features have unlimited applications, from image recognition to voice and video recognition. I recently conducted an experiment using the new model for image recognition in sports, and the results were astounding. You can check out the details at the end of my post! If you're not already investing in AI experts for your company, now is the time to start. Staying ahead of the curve is critical, and these new features are a testament to the potential that AI can bring to everyone's daily life. I am incredibly excited about these new developments and their potential to revolutionize not just the sports industry, but multiple industries worldwide. Please don't hesitate to reach out if you have any questions or want to discuss these updates further. Let's embrace these exciting advancements together! hashtag #AI hashtag #OpenAI hashtag #GPT4o hashtag #ImageRecognition hashtag #SportsIndustry",,,Publicado,"Medium Lucas Oaigen (Artigo), LinkedIn Lucas Oaigen (Post)",23/5/2024,"45,66"
content-published--0047,[FUTEBOL] Como a Inteligência Artificial pode Revolucionar a Gestão de Talentos no Futebol de Base,Como a Inteligência Artificial pode Revolucionar a Gestão de Talentos no Futebol de Base,FUTEBOL,"CONTEÚDO DESATUALIZADO! EXPERIMENTO REALIZADO EM 2023. 🚀 Orgulhoso em Compartilhar Meu Novo Artigo: ""Como a Inteligência Artificial Pode Revolucionar a Gestão de Talentos no Futebol Juvenil"" 🚀 No mundo dinâmico do esporte, a Inteligência Artificial está se tornando um divisor de águas, especialmente na gestão e desenvolvimento de jovens talentos no futebol. É com grande entusiasmo que anuncio a publicação do meu artigo, onde exploro a integração de tecnologias de IA no futebol de base, demonstrando como elas podem transformar a gestão de talentos. Gostaria de expressar minha profunda gratidão aos meus parceiros Agnello Gonçalves, Arthur Lidio e Rafael Moreno Castellani. Suas contribuições foram essenciais para dar vida a esta pesquisa e ilustrar os benefícios tangíveis da IA na gestão esportiva. Sinta-se à vontade para compartilhar suas ideias e feedback, e vamos discutir como a IA pode inovar ainda mais nossas abordagens na gestão esportiva!",,,Publicado,"Medium Lucas Oaigen (Artigo), LinkedIn Lucas Oaigen (Post)",15/5/2024,"46,67"
content-published--0048,[FUTEBOL] Brasil Sediará a Copa do Mundo de Futebol Feminino 2027: Um Olhar na Evolução do Futebol Feminino no País,Brasil Sediará a Copa do Mundo de Futebol Feminino 2027: Um Olhar na Evolução do Futebol Feminino no País,FUTEBOL,"I am excited to share an short extract from my final project for the FIFA Master, which is almost ready! 🌟 To celebrate Brazil being chosen to host the FIFA Women's World Cup in 2027, this article provides an overview of the history and evolution of women's football in Brazil, highlighting key milestones and achievements. Versão em Português: https://lnkd.in/eRUfBXxV Let's celebrate the future of women's football in Brazil together! 🇧🇷⚽️ Podcast foi adicionado em 15/12/2025, mas não foi divulgado.",https://gemini.google.com/share/f01905d703d8,"Gere uma imagem cinematográfica e altamente detalhada que represente a transformação e a aspiração do futebol feminino brasileiro. Elementos Essenciais: 1. A Atleta (Foco): Uma jogadora brasileira, vestindo o uniforme moderno da seleção, em movimento dinâmico, celebrando em um grande estádio. Ela deve exalar força e determinação. 2. O Contraste Histórico e Moderno: A imagem principal deve ser moderna, mas o plano de fundo deve sutilmente conter um elemento que remeta ao passado. Sugestão: Nas arquibancadas escuras, projete digitalmente (como um overlay de luz) um filtro sépia ou uma foto antiga de mulheres jogando futebol nos anos 40, simbolizando a luta superada, ou exiba a frase ""1941 - 1979"" em fontes estilizadas. 3. O Futuro (2027): O campo deve estar iluminado por luzes de estádio de LED vibrantes (em tons de verde e amarelo). Um logotipo estilizado (simulando ""Brasil 2027"") deve estar visível, talvez projetado na lateral do campo ou em uma placa de LED. 4. Paleta de Cores: Cores vibrantes do Brasil (verde, amarelo e azul), mas com iluminação de alto contraste para um efeito dramático e premium. Estilo: Fotografia de esportes de alta resolução, 8K, depth of field raso, iluminação dramática de noite de jogo (stadium lights), estilo aspiracional e poderoso, capturando a energia de um momento decisivo.",Publicado,"Spotify Brain Sports (Podcast), Medium Lucas Oaigen (Artigo), LinkedIn Lucas Oaigen (Post), Instagram Brain Sports (Post)",23/5/2024,"24,47,68,89"
content-published--0049,[TECNOLOGIA] A Revolução Esportiva que Já Começou: Como a IA Está Mudando Tudo,A Revolução Esportiva que Já Começou: Como a IA Está Mudando Tudo,TECNOLOGIA,"A Inteligência Artificial finalmente deixou de ser um conceito distante para se tornar peça central na indústria do esporte. Neste episódio, exploramos onde a IA já está fazendo diferença agora mesmo: análise de desempenho, scouting, prevenção de lesões, relacionamento com o torcedor, gestão interna, tomada de decisão e até criação de conteúdo. Mostramos casos reais, impactos imediatos e o que muda para clubes, atletas e profissionais do setor. Um guia direto para entender por que a conversa sobre “IA no esporte” deixou de ser futuro para virar realidade diária.",Publicação antiga realizada em 15/05/2024 com artigo completo e post no Linkedin. Foi refeito um novo post no Linkedin para o podcast e focando somente nos casos utilizados. Link do post antigo: https://www.linkedin.com/posts/lucas-oaigen_sportsrevolution-artificialintelligence-technologyinsports-activity-7197166483561402370-XJdv?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAIzx0UBphsTkJbkg4LsApngWkOema-KSk8,,Publicado,"Spotify Brain Sports (Podcast), Medium Lucas Oaigen (Artigo), LinkedIn Lucas Oaigen (Post), Instagram Brain Sports (Post)",15/12/2025,"25,48,69,90"
content-published--0050,[TECNOLOGIA] Biometria nos Estádios - Minha visão e convite para debater como vocês têm tratado esse assunto em seus clubes ou arenas?,Biometria nos Estádios - Minha visão e convite para debater como vocês têm tratado esse assunto em seus clubes ou arenas?,TECNOLOGIA,"CONTEUDO DESATUALIZADO! *** O que a lei realmente exige e qual é a interpretação mais segura? Nos últimos dias, mergulhei em um dos temas mais técnicos e sensíveis da gestão de estádios no futebol brasileiro: a obrigatoriedade do reconhecimento facial conforme a nova Lei Geral do Esporte. Esse tema passou a fazer parte do meu escopo direto de trabalho. O desafio é entender, à luz da legislação, se a exigência se aplica ao nosso caso e de que forma. Essa análise envolveu leitura de leis e portarias, revisão de laudos técnicos, interpretações jurídicas e benchmarking com clubes e especialistas. Ao final, estruturei um entendimento sólido que compartilho aqui com vocês. *** O que diz a legislação A Lei nº 14.597/2023 (Lei Geral do Esporte) determina no Art. 106, §1º: ""Para os estádios com real capacidade superior a 20.000 pessoas, é obrigatória a instalação de sistema de reconhecimento facial para controle de acesso do público."" A Portaria nº 55/2023 do Ministério do Esporte exige quatro laudos: Engenharia, Incêndio (AVCB), Segurança e Sanitário. A portaria, porém, não define qual laudo determina oficialmente a capacidade do estádio. *** Capacidade real: qual laudo prevalece? Não é raro haver divergência entre laudos. O AVCB considera estrutura física; o da PM, segurança e evacuação. Isso levanta a dúvida: qual número deve ser considerado? *** Meu entendimento: o menor valor entre os laudos A posição que adoto, reforçada por especialistas, clubes e advogados, é que vale a menor capacidade entre os laudos, especialmente o laudo da Polícia Militar, que define o limite prático de operação com público. *** E os riscos de não seguir o AVCB? O risco principal seria uma fiscalização que considere apenas o AVCB acima de 20 mil. Mas não há histórico de punição recente. Órgãos como o MP têm atuado mais como orientadores. Ainda assim, cada clube precisa avaliar seu apetite a risco e fundamentar bem seu posicionamento. *** Considerações finais A biometria é um tema estratégico: envolve interpretação legal, controle de custos, gestão de risco e experiência do torcedor. Mesmo sem obrigação legal imediata para estádios com menos de 20 mil lugares, pode haver ganhos relevantes com a adoção da tecnologia. Tudo depende do contexto orçamentário e estratégico de cada clube.",,,Publicado,LinkedIn Lucas Oaigen (Post),23/6/2025,70
content-published--0051,[OUTRO] Aprendizados de um Início de Jornada no Futebol,Aprendizados de um Início de Jornada no Futebol,OUTRO,"CONTEUDO PESSOAL!! Começar um novo ciclo no futebol é uma experiência única. Mais do que um desafio profissional, trata-se de mergulhar em um ecossistema vivo, onde esporte, comunidade e negócios se encontram todos os dias. Nesta jornada que foi iniciada faz 2 anos, alguns aprendizados já se tornaram claros para mim: 🔹Gestão de stakeholders é tudo No futebol, cada decisão envolve múltiplas visões: diretoria, atletas, torcedores, patrocinadores, imprensa. Entender essa dinâmica é essencial para criar soluções que respeitem a identidade da organização e, ao mesmo tempo, construam resultados sustentáveis. 🔹Estrutura gera confiança Processos bem definidos e ferramentas adequadas trazem clareza e permitem que a energia esteja voltada ao que realmente importa: a performance dentro e fora de campo. A profissionalização passa, inevitavelmente, pela organização. 🔹Política faz parte do jogo O ambiente do futebol é altamente político. Navegar nesse contexto exige uma habilidade adicional: compreender relações de poder, alinhar expectativas e saber construir consensos sem perder o foco na estratégia. 🔹Criatividade como rotina A indústria opera no limite de seus recursos. Encontrar soluções criativas com o que já está disponível deixa de ser um diferencial e passa a ser parte do dia a dia. É essa capacidade de improvisar com inteligência que mantém os projetos vivos. 🔹Comunidade é ativo estratégico Torcedores não são apenas consumidores de um produto; são parte fundamental do projeto. A conexão emocional entre clube e cidade é insubstituível, e quando essa energia é bem canalizada, ela fortalece a marca e abre portas para novas oportunidades. 🔹Maturidade em planejamento é um desafio A cultura de planejamento estruturado ainda não é fortemente praticada nas organizações. Trazer essa disciplina para dentro exige energia, paciência e a capacidade de adaptar boas práticas externas a uma realidade que ainda está em formação. 🔹Equilíbrio entre tradição e inovação Respeitar a história é tão importante quanto olhar para o futuro. A combinação de legado e modernidade é o que permite a um clube crescer sem perder sua essência. 🔹Aprendizado contínuo O futebol é dinâmico, exige resiliência e adaptação. Cada dia traz novos desafios, mas também novas oportunidades de crescimento pessoal e profissional. Essas reflexões iniciais reforçam minha convicção de que o esporte é um espaço privilegiado para gerar impacto real, social, econômico e cultural. Os próximos capítulos dessa caminhada serão divertidos e desafiadores, algo extremamente positivo.",,,Publicado,LinkedIn Lucas Oaigen (Post),6/10/2025,71
content-published--0052,"[NEGÓCIOS] Se fosse uma empresa, seu clube sobreviveria sem uma área comercial forte?","Se fosse uma empresa, seu clube sobreviveria sem uma área comercial forte?",NEGÓCIOS,"No mundo corporativo, não existe dúvida: o time de vendas é o coração da empresa. É onde se concentram investimento, tecnologia, processos e talentos. Afinal, sem receita não há estratégia que se sustente. No futebol, porém, muitos clubes ainda tratam o comercial como apêndice do marketing. O resultado é claro: enquanto empresas maximizam valor com times comerciais fortes, os clubes deixam milhões na mesa. Muitos ainda apostam apenas em agências externas, cedendo percentuais altos em comissionamento, quando o ideal seria combinar um time interno estruturado com parceiros estratégicos, ampliando o funil de vendas e diversificando o portfólio. Os números não mentem: * Em 2024, os 20 maiores clubes do Brasil faturaram mais de R$ 10 bilhões, crescimento de 21% em relação a 2023. * Mais de R$ 7 bilhões vieram de receitas recorrentes, incluindo TV, patrocínios, matchday, sócio-torcedor e licenciamento. * Flamengo, Palmeiras e Corinthians superaram R$ 1 bilhão cada um no ano, graças ao fortalecimento comercial. Casos de sucesso na área de negócios: * Flamengo registrou mais de R$ 300 milhões anuais em patrocínios e fechou o maior contrato da história, no valor de R$ 268,5 milhões por temporada, podendo ultrapassar meio bilhão apenas em patrocínios este ano. * Palmeiras alcançou mais de 180 mil sócios adimplentes e diversificou receitas que superam R$ 200 milhões anuais. * Corinthians garantiu patrocínio máster acima de R$ 100 milhões anuais e mais de R$ 100 milhões em matchday. Quando o comercial é tratado como estratégico, os números respondem. O problema é que muitos clubes ainda não amadureceram nesse ponto. O comercial segue enterrado no marketing, sem estrutura própria, sem metas claras e sem protagonismo. Isso seria impensável em qualquer empresa tradicional, e é justamente por isso que o futebol ainda carrega tanta instabilidade financeira. Na Europa, o caminho já está consolidado. Real Madrid, Bayern e Manchester City transformaram o comercial em verdadeiras máquinas de monetização, com matchday premium, digitalização e internacionalização da marca. A lição é simples: Profissionalizar e valorizar o comercial é urgente. Não se trata apenas de vender patrocínios, mas de criar um hub de receitas recorrentes, experiências e ativos de marca. Se empresas não sobrevivem sem vendas, por que clubes sobreviveriam sem um comercial forte?",,,Publicado,"Spotify Brain Sports (Podcast), Medium Lucas Oaigen (Artigo), LinkedIn Lucas Oaigen (Post), Instagram Brain Sports (Post)",20/10/2025,"28,49,72,91"
content-published--0053,[NEGÓCIOS] O que o Ajax pode ensinar aos clubes brasileiros sobre sustentabilidade financeira,O que o Ajax pode ensinar aos clubes brasileiros sobre sustentabilidade financeira,NEGÓCIOS,"O Ajax conseguiu algo raro no futebol, unir competitividade esportiva e rentabilidade. Nos últimos 10 anos, o clube holandês foi lucrativo na maior parte das temporadas, mesmo em um mercado nacional pequeno e com receitas de TV muito abaixo das grandes ligas. Qual o segredo? Duas estratégias complementares: 1. Formação de jogadores O Ajax é referência global em transição da base para o profissional. Nas últimas décadas, nomes como Frenkie de Jong, Matthijs de Ligt e Ryan Gravenberch chegaram ao time principal e foram vendidos por valores acima de €40 milhões cada. Entre 2014 e 2023, o clube faturou quase meio bilhão de euros apenas em vendas de atletas formados ou desenvolvidos internamente. 2. Modelo de trading O clube também se especializou em comprar jovens de alto potencial e revendê-los no auge. Antony é o exemplo mais recente: adquirido do São Paulo por €15 milhões em 2020, vendido ao Manchester United em 2022 por €95 milhões. Esse tipo de operação gera liquidez imediata, mantém o clube competitivo e reforça a reputação de vitrine global. O impacto é grande, em 2018/19, com uma campanha histórica na Champions League, o Ajax registrou receita recorde de quase €200 milhões e mais de €50 milhões de lucro líquido. Já em 2023/24, sem Champions e com desempenho fraco na Eredivisie, a receita caiu para €152 milhões e o clube fechou no vermelho em cerca de somente €10 milhões. A volatilidade existe, mas o estoque de talentos e a disciplina no mercado de transferências funcionam como rede de proteção. ** O que os clubes brasileiros podem aprender ** O Brasil tem uma das maiores fábricas de jogadores do mundo, mas ainda carece de processos para transformar esse ativo em modelo de negócio sustentável. Algumas reflexões a partir do caso Ajax: * Academias estruturadas: investir em transição efetiva da base para o profissional, com metodologias claras e acompanhamento multidisciplinar. * Planejamento de vendas: vender no tempo certo, maximizando valor de mercado e evitando liquidações de última hora. * Scouting inteligente: complementar a base com contratações estratégicas de jovens regionais ou sul-americanos, com potencial de revenda. * Gestão financeira disciplinada: reinvestir em infraestrutura e formação, sem inflar custos fixos a ponto de depender de um título para sobreviver. * Uso do palco internacional: Libertadores e Sul-Americana podem funcionar como a Champions para os europeus, janelas de exposição e valorização. O caso Ajax mostra que não é preciso estar nas ligas mais ricas para crescer de forma saudável. É preciso estratégia, paciência e coragem para executar. Se clubes brasileiros conseguirem alinhar talento abundante com gestão profissional e visão de longo prazo, o país poderá não apenas exportar craques, mas também construir organizações esportivas rentáveis e globais.",,,Publicado,"Spotify Brain Sports (Podcast), Medium Lucas Oaigen (Artigo), LinkedIn Lucas Oaigen (Post), Instagram Brain Sports (Post)",24/10/2025,"29,50,73,92"
content-published--0054,[TECNOLOGIA] Se você acha que a CazéTV revolucionou a transmissão esportiva… espere só até a tecnologia entrar de vez em campo.,Se você acha que a CazéTV revolucionou a transmissão esportiva… espere só até a tecnologia entrar de vez em campo.,TECNOLOGIA,"Se você acha que a CazéTV revolucionou a transmissão esportiva… espere só até a tecnologia entrar de vez em campo. A MLB acaba de lançar uma nova versão do seu app para headsets de Realidade Estendida (Android XR), e o que está chegando muda completamente o jogo da fan experience: 1) Gameday 3D em tempo real: uma visualização ao vivo dos jogos com dados do Statcast, você acompanha a trajetória da bola, o movimento dos jogadores e detalhes como velocidade do arremesso ou distância do home run… tudo isso em um estádio virtual. É como ter o VAR, o scout e o técnico ao seu lado, ao mesmo tempo. 2) Multiview com até 5 jogos simultâneos: escolha sua partida principal e veja outras ao redor, com dados avançados em tempo real. 3) Destaques em vídeo espacial: replays em 3D que te colocam literalmente dentro da jogada. É viver o momento. Isso não é futuro. Isso é agora. A pergunta é: o que faremos com essas tecnologias quando chegarem (de verdade) ao futebol? Na era dos dados, IA generativa e realidades imersivas, a transmissão como conhecemos será apenas o começo. A revolução já começou e ela será digital, interativa, imersiva… e inevitavelmente transformadora.",Link: https://lnkd.in/eeTzV4Mt,,Publicado,"Spotify Brain Sports (Podcast), Medium Lucas Oaigen (Artigo), LinkedIn Lucas Oaigen (Post), Instagram Brain Sports (Post)",3/11/2025,"30,51,74,93"
content-published--0055,"[TECNOLOGIA] A próxima revolução esportiva não virá do campo, virá dos algoritmos","A próxima revolução esportiva não virá do campo, virá dos algoritmos",TECNOLOGIA,"A próxima revolução esportiva não virá do campo, virá dos algoritmos. E poucos países entenderam isso tão bem quanto os Emirados Árabes Unidos. A IA está remodelando o esporte nos EAU em uma velocidade impressionante. De plataformas nacionais como o Sportifai, lançada pelo Ministério do Esporte, a parcerias de ponta entre clubes, empresas de tecnologia e competições globais como a Fórmula 1, o país está construindo um ecossistema digital que une gestão, performance e experiência do torcedor. Essa integração vai muito além de dados. Ela redefine como atletas são treinados, como decisões são tomadas e como o público se conecta com o jogo, um modelo que tende a inspirar clubes e federações do mundo todo. Com o mercado global de IA esportiva projetado para ultrapassar US$ 30 bilhões até 2033, os Emirados se consolidam como referência em inovação esportiva inteligente. A tecnologia deixou de ser suporte: tornou-se protagonista. E o esporte que entender isso primeiro, vai liderar a próxima década.",https://lnkd.in/eqczQmpu,,Publicado,"Spotify Brain Sports (Podcast), Medium Lucas Oaigen (Artigo), LinkedIn Lucas Oaigen (Post), Instagram Brain Sports (Post)",27/10/2025,"31,52,75,94"
content-published--0056,[ANÁLISE] Batalha dos Sexos: debate por equidade ou espetáculo que reforça hierarquias?,Batalha dos Sexos: debate por equidade ou espetáculo que reforça hierarquias?,ANÁLISE,"O futebol e o esporte em geral seguem repetindo um erro recorrente: transformar desigualdade em entretenimento. Quando homens e mulheres são colocados em “duelos” com ajustes artificiais, o foco sai do que realmente trava o jogo e volta para a comparação física, que já tem resultado previsível. Esse tema importa agora porque a indústria entrou na fase de monetizar a curiosidade. Em vez de discutir governança, investimento, calendário, base, saúde e proteção, parte do mercado prefere vender uma narrativa simples: “quem é melhor”. Só que essa narrativa costuma custar caro para a credibilidade do esporte feminino. Ao final do episódio, você vai entender quando esse tipo de evento ajuda a gerar mudança estrutural e quando ele só cria ruído. Vamos separar visibilidade de progresso, e discutir quais decisões concretas movem a equidade de verdade: liderança, dinheiro, mídia, ciência e segurança. A pergunta que fica é direta: o esporte quer reduzir a diferença na tela ou corrigir as causas no sistema?",,"Create a cinematic, high-impact Instagram post image about gender equity in sports. Incorporate the uploaded images of Nick Kyrgios and Aryna Sabalenka as the main subjects. Visual concept: Both athletes face each other across a tennis court, but the scene clearly shows imbalance and artificial adjustments. Subtle graphic overlays suggest data, measurements, and technical adjustments, reinforcing the idea of “engineered fairness.” Mood and tone: Serious, analytical, and provocative. This is not a celebration image. It should visually question the concept of equality through spectacle. Avoid glamour or playful energy. Color and style: Dark, neutral background (graphite, charcoal, deep blue). Clean, modern, editorial look. High contrast lighting, dramatic shadows. No bright or flashy colors. Composition: Kyrgios and Sabalenka are in action-ready poses, frozen mid-movement, looking determined, not aggressive. The visual imbalance of the court should be immediately noticeable, even without explanation.",Publicado,"Spotify Brain Sports (Podcast), Medium Lucas Oaigen (Artigo), LinkedIn Lucas Oaigen (Post), Instagram Brain Sports (Post)",30/12/2025,"32,53,76,95"
content-published--0057,[FUTEBOL] Valor ou Preço? Por que o ‘quanto vale’ um jogador quase nunca é o que se paga,Valor ou Preço? Por que o ‘quanto vale’ um jogador quase nunca é o que se paga,FUTEBOL,"Avaliar o valor de um atleta é uma das decisões mais críticas e mal compreendidas do futebol moderno. Clubes movimentam milhões em um mercado altamente volátil, lidando com ativos humanos sujeitos a desempenho, lesões, contexto esportivo e cláusulas contratuais complexas. Ainda assim, muitas decisões seguem mais a intuição do que um método estruturado. Neste episódio, exploramos por que a precificação de jogadores é tão difícil e por que erros nesse processo custam caro, dentro e fora de campo. Falamos sobre os fatores que realmente influenciam o valor de transferência, como idade, contrato, posição, timing de mercado, contexto competitivo e risco financeiro. Ao final, o ouvinte entende melhor como clubes podem sair do improviso, adotar uma lógica mais analítica e equilibrar performance esportiva com responsabilidade financeira. Um convite para refletir se o futebol está, de fato, tratando seus ativos mais valiosos com o rigor que o tamanho do mercado exige.",https://docs.google.com/document/d/1BBiJNoYpf7NDBfrjntxCFGz17WkmkjIQQoP9-fdi2Uc/edit?tab=t.0 https://docs.google.com/document/d/1JY2SHg2dlGyjUq85P7b3p8riusIK24HdeugJJqHuv-g/edit?tab=t.0 https://docs.google.com/document/d/1NAupgc1R9J6KYajWuB8My-1hcFS4iWdzCIz2Y_3hLtg/edit?tab=t.0,,Publicado,"Medium Lucas Oaigen (Artigo), Instagram Brain Sports (Post), LinkedIn Lucas Oaigen (Post), Instagram Lucas Oaigen (Story), Spotify Brain Sports (Podcast)",12/1/2026,"100,111,112,113,114"
content-published--0058,[ENTREVISTA] SAF não é solução mágica. Gestão vem antes do modelo.,SAF não é solução mágica. Gestão vem antes do modelo.,ENTREVISTA,"SAF virou o centro do debate no futebol brasileiro. Mas será que ela é, de fato, a solução para todos os clubes? Neste episódio do BrAIn Sports, o gestor esportivo Lucas Oaigen analisa o modelo de Sociedade Anônima do Futebol a partir de uma perspectiva prática de gestão, governança e estratégia. A conversa passa pelas limitações do modelo associativo, a influência política nos clubes, o papel dos investidores e os riscos de tratar a SAF como uma resposta automática para crises financeiras. O episódio também discute por que alguns clubes podem se estruturar sem virar SAF, a importância da profissionalização da gestão, do planejamento estratégico e das métricas de controle, além do impacto do fair play financeiro no futuro dos clubes brasileiros. Um conteúdo direto, crítico e fundamentado para quem quer entender o futebol além do campo.",,,Publicado,"Youtube Lucas Oaigen (Video Longo), Youtube Lucas Oaigen (Video Curto), Instagram Brain Sports (Video Curto), Instagram Brain Sports (Post), Instagram Lucas Oaigen (Story), LinkedIn Lucas Oaigen (Post), Spotify Brain Sports (Podcast), Medium Lucas Oaigen (Artigo), Youtube Lucas Oaigen (Video Curto), Instagram Brain Sports (Video Curto), Instagram Lucas Oaigen (Video Curto), TikTok Lucas Oaigen (Video Curto), TikTok Lucas Oaigen (Video Curto), Youtube Lucas Oaigen (Video Curto), Youtube Lucas Oaigen (Video Curto), Youtube Lucas Oaigen (Video Curto), Youtube Lucas Oaigen (Video Curto), Instagram Brain Sports (Video Curto), Instagram Lucas Oaigen (Story), TikTok Lucas Oaigen (Video Curto), TikTok Lucas Oaigen (Video Curto), TikTok Lucas Oaigen (Video Curto), TikTok Lucas Oaigen (Video Curto), Instagram Lucas Oaigen (Story), Instagram Brain Sports (Video Curto), Instagram Lucas Oaigen (Story)",5/1/2026,"1,2,3,4,5,6,7,8,96,97,98,99,101,106,107,108,109,115,116,117,118,119,120,124,125,126"
content-published--0059,"[TECNOLOGIA] IA, dados e futebol: o que muda com o Football AI Pro da FIFA e Lenovo","IA, dados e futebol: o que muda com o Football AI Pro da FIFA e Lenovo",TECNOLOGIA,"A Lenovo e a FIFA anunciaram oficialmente, durante a CES 2026, o lançamento do Football AI Pro, uma das iniciativas mais ambiciosas já criadas na interseção entre futebol e inteligência artificial. Co-desenvolvida por Lenovo e FIFA, a plataforma será utilizada por todas as 48 seleções participantes da FIFA World Cup 2026 e representa um novo patamar na aplicação de IA no esporte de alto rendimento. Não se trata apenas de mais dados, mas de transformar volumes massivos de informação em inteligência acessível, acionável e padronizada. O Football AI Pro funciona como um assistente de conhecimento corporativo especializado em futebol, baseado em IA generativa e operando com múltiplos agentes inteligentes. A ferramenta analisa milhões de dados oficiais da FIFA e mais de 2.000 métricas diferentes, combinando tracking, estatísticas, histórico de partidas, análise tática e vídeo para entregar insights em segundos. Analistas podem comparar padrões de jogo com apoio de clipes e avatares 3D, treinadores podem simular impactos de ajustes táticos contra adversários específicos, e jogadores recebem análises personalizadas de performance. Tudo via linguagem natural, em múltiplos idiomas, com respostas em texto, gráficos, vídeo e visualizações tridimensionais, sempre antes e depois das partidas, com fortes camadas de segurança e privacidade. O ponto mais relevante, porém, é o que essa tecnologia representa para o futuro do futebol. Ao oferecer exatamente o mesmo nível de inteligência analítica para todas as seleções, independentemente de orçamento, estrutura ou maturidade digital, FIFA e Lenovo atacam diretamente uma das maiores assimetrias do jogo moderno: o acesso à informação de qualidade. O Football AI Pro não decide jogos, mas eleva o nível da preparação, da leitura tática e da tomada de decisão em escala global. É um movimento claro de democratização da inteligência no esporte, que redefine competitividade no maior palco do futebol mundial e sinaliza como a tecnologia pode, de fato, tornar o jogo mais equilibrado, transparente e evoluído.",https://inside.fifa.com/organisation/media-releases/lenovo-tech-world-ai-powered-innovations-world-cup-2026,,Publicado,"LinkedIn Lucas Oaigen (Post), Instagram Brain Sports (Post), Instagram Lucas Oaigen (Story)",7/1/2026,"102,103,104"
